"dimension","value","id","coder","accepted","llm"
"religious criticism","low",1629071987929653249,3,"N","LLAMA2"
"describing health limitations","high",1629071987929653249,3,"Y","LLAMA2"
"expressing empathy","medium",1629071987929653249,3,"N","LLAMA2"
"happiness","high",1628790685104222210,3,"Y","LLAMA2"
"self-esteem","medium",1628790685104222210,3,"N","LLAMA2"
"life satisfaction","high",1628790685104222210,3,"Y","LLAMA2"
"positive functioning","high",1628790685104222210,3,"Y","LLAMA2"
"expressing optimism","high",1628790685104222210,3,"Y","LLAMA2"
"expressing gratitude","high",1628790685104222210,3,"Y","LLAMA2"
"feeling loved by god","high",1628790685104222210,3,"N","LLAMA2"
"belief in god","high",1628790685104222210,3,"N","LLAMA2"
"religious criticism","low",1628790685104222210,3,"N","LLAMA2"
"spiritual punishment","low",1628790685104222210,3,"N","LLAMA2"
"having hope","high",1628790685104222210,3,"Y","LLAMA2"
"promoting good","high",1628790685104222210,3,"Y","LLAMA2"
"feeling having a political voice","low",1628790685104222210,3,"N","LLAMA2"
"expressing delayed gratification","low",1628790685104222210,3,"N","LLAMA2"
"expressing empathy","high",1628790685104222210,3,"N","LLAMA2"
"describing health limitations","low",1628790685104222210,3,"N","LLAMA2"
"happiness","high",1628781947957772288,3,"N","LLAMA2"
"resilience","high",1628781947957772288,3,"N","LLAMA2"
"self-esteem","high",1628781947957772288,3,"N","LLAMA2"
"life satisfaction","high",1628781947957772288,3,"N","LLAMA2"
"vitality","high",1628781947957772288,3,"Y","LLAMA2"
"positive functioning","high",1628781947957772288,3,"Y","LLAMA2"
"expressing optimism","high",1628781947957772288,3,"N","LLAMA2"
"purpose in life","high",1628781947957772288,3,"Y","LLAMA2"
"expressing altruism","high",1628781947957772288,3,"Y","LLAMA2"
"belonging to society","medium",1628781947957772288,3,"Y","LLAMA2"
"feeling trusted","low",1628781947957772288,3,"N","LLAMA2"
"charitable giving/helping","high",1628781947957772288,3,"Y","LLAMA2"
"having hope","high",1628781947957772288,3,"N","LLAMA2"
"promoting good","high",1628781947957772288,3,"N","LLAMA2"
"describing health limitations","high",1628781947957772288,3,"N","LLAMA2"
"expressing empathy","high",1628781947957772288,3,"N","LLAMA2"
"happiness","low",1633625541910712321,3,"N","LLAMA2"
"resilience","low",1633625541910712321,3,"N","LLAMA2"
"self-esteem","low",1633625541910712321,3,"N","LLAMA2"
"life satisfaction","low",1633625541910712321,3,"N","LLAMA2"
"fear of future","high",1633625541910712321,3,"N","LLAMA2"
"vitality","low",1633625541910712321,3,"N","LLAMA2"
"having energy","low",1633625541910712321,3,"N","LLAMA2"
"positive functioning","low",1633625541910712321,3,"Y","LLAMA2"
"expressing job satisfaction","low",1633625541910712321,3,"N","LLAMA2"
"expressing optimism","low",1633625541910712321,3,"N","LLAMA2"
"peace with thoughts and feelings","low",1633625541910712321,3,"N","LLAMA2"
"purpose in life","low",1633625541910712321,3,"N","LLAMA2"
"depression","high",1633625541910712321,3,"N","LLAMA2"
"anxiety","high",1633625541910712321,3,"N","LLAMA2"
"suffering","high",1633625541910712321,3,"Y","LLAMA2"
"feeling pain","high",1633625541910712321,3,"N","LLAMA2"
"expressing altruism","low",1633625541910712321,3,"N","LLAMA2"
"loneliness","high",1633625541910712321,3,"N","LLAMA2"
"quality of relationships","low",1633625541910712321,3,"Y","LLAMA2"
"belonging to society","low",1633625541910712321,3,"N","LLAMA2"
"mastery (ability, capability)","low",1633625541910712321,3,"N","LLAMA2"
"feeling loved by god","low",1633625541910712321,3,"N","LLAMA2"
"religious criticism","high",1633625541910712321,3,"N","LLAMA2"
"financial/material worry","high",1633625541910712321,3,"N","LLAMA2"
"having hope","low",1633625541910712321,3,"N","LLAMA2"
"expressing government approval","medium",1633625541910712321,3,"N","LLAMA2"
"feeling having a political voice","medium",1633625541910712321,3,"N","LLAMA2"
"promoting good","low",1633625541910712321,3,"N","LLAMA2"
"expressing delayed gratification","low",1633625541910712321,3,"N","LLAMA2"
"ptsd (post-traumatic stress disorder)","medium",1633625541910712321,3,"N","LLAMA2"
"expressing empathy","high",1633625541910712321,3,"N","LLAMA2"
"resilience","low",1631222787494014979,3,"N","LLAMA2"
"happiness","low",1631222787494014979,3,"Y","LLAMA2"
"expressing optimism","low",1631222787494014979,3,"Y","LLAMA2"
"positive functioning","low",1631222787494014979,3,"Y","LLAMA2"
"belonging to society","low",1631222787494014979,3,"Y","LLAMA2"
"feeling trusted","low",1631222787494014979,3,"N","LLAMA2"
"perceiving discrimination","low",1631222787494014979,3,"N","LLAMA2"
"spiritual punishment","low",1631222787494014979,3,"N","LLAMA2"
"promoting good","high",1631222787494014979,3,"N","LLAMA2"
"expressing government approval","medium",1631222787494014979,3,"N","LLAMA2"
"ptsd (post-traumatic stress disorder)","low",1631222787494014979,3,"N","LLAMA2"
"happiness","medium",1628371751934607362,3,"Y","LLAMA2"
"resilience","high",1628371751934607362,3,"N","LLAMA2"
"self-esteem","high",1628371751934607362,3,"Y","LLAMA2"
"life satisfaction","high",1628371751934607362,3,"Y","LLAMA2"
"positive functioning","high",1628371751934607362,3,"Y","LLAMA2"
"expressing optimism","high",1628371751934607362,3,"N","LLAMA2"
"feeling having a political voice","medium",1628371751934607362,3,"Y","LLAMA2"
"having hope","high",1628371751934607362,3,"N","LLAMA2"
"promoting good","high",1628371751934607362,3,"Y","LLAMA2"
"happiness","low",1632507714231324672,3,"Y","LLAMA2"
"life satisfaction","low",1632507714231324672,3,"Y","LLAMA2"
"self-esteem","low",1632507714231324672,3,"N","LLAMA2"
"expressing optimism","low",1632507714231324672,3,"Y","LLAMA2"
"purpose in life","low",1632507714231324672,3,"N","LLAMA2"
"belonging to society","low",1632507714231324672,3,"Y","LLAMA2"
"expressing altruism","medium",1632507714231324672,3,"N","LLAMA2"
"loneliness","medium",1632507714231324672,3,"N","LLAMA2"
"quality of relationships","medium",1632507714231324672,3,"N","LLAMA2"
"feeling loved by god","low",1632507714231324672,3,"N","LLAMA2"
"belief in god","medium",1632507714231324672,3,"N","LLAMA2"
"financial/material worry","high",1632507714231324672,3,"Y","LLAMA2"
"life after death belief","low",1632507714231324672,3,"N","LLAMA2"
"volunteering","low",1632507714231324672,3,"N","LLAMA2"
"charitable giving/helping","low",1632507714231324672,3,"N","LLAMA2"
"seeking for forgiveness","low",1632507714231324672,3,"N","LLAMA2"
"feeling having a political voice","low",1632507714231324672,3,"N","LLAMA2"
"expressing government approval","low",1632507714231324672,3,"N","LLAMA2"
"having hope","low",1632507714231324672,3,"N","LLAMA2"
"promoting good","low",1632507714231324672,3,"N","LLAMA2"
"expressing delayed gratification","low",1632507714231324672,3,"N","LLAMA2"
"expressing empathy","high",1632507714231324672,3,"N","LLAMA2"
"resilience","high",1632468735674990595,3,"N","LLAMA2"
"expressing job satisfaction","high",1632468735674990595,3,"Y","LLAMA2"
"positive functioning","high",1632468735674990595,3,"Y","LLAMA2"
"expressing altruism","medium",1632468735674990595,3,"Y","LLAMA2"
"belonging to society","high",1632468735674990595,3,"Y","LLAMA2"
"feeling trusted","low",1632468735674990595,3,"N","LLAMA2"
"mastery (ability, capability)","medium",1632468735674990595,3,"Y","LLAMA2"
"financial/material worry","high",1632468735674990595,3,"N","LLAMA2"
"seeking for forgiveness","low",1632468735674990595,3,"N","LLAMA2"
"having hope","high",1632468735674990595,3,"N","LLAMA2"
"promoting good","high",1632468735674990595,3,"N","LLAMA2"
"expressing delayed gratification","medium",1632468735674990595,3,"N","LLAMA2"
"expressing empathy","high",1632468735674990595,3,"N","LLAMA2"
"happiness","medium",1633211086668288000,3,"Y","LLAMA2"
"resilience","high",1633211086668288000,3,"N","LLAMA2"
"positive functioning","high",1633211086668288000,3,"Y","LLAMA2"
"expressing optimism","high",1633211086668288000,3,"Y","LLAMA2"
"expressing gratitude","high",1633211086668288000,3,"N","LLAMA2"
"feeling trusted","high",1633211086668288000,3,"N","LLAMA2"
"balance in the various aspects of own life","high",1633211086668288000,3,"Y","LLAMA2"
"feeling having a political voice","medium",1633211086668288000,3,"N","LLAMA2"
"having hope","high",1633211086668288000,3,"N","LLAMA2"
"promoting good","high",1633211086668288000,3,"N","LLAMA2"
"describing health limitations","high",1633211086668288000,3,"N","LLAMA2"
"expressing empathy","high",1633211086668288000,3,"N","LLAMA2"
"happiness","high",1629648965225582594,3,"Y","LLAMA2"
"life satisfaction","high",1629648965225582594,3,"N","LLAMA2"
"positive functioning","high",1629648965225582594,3,"Y","LLAMA2"
"expressing altruism","high",1629648965225582594,3,"Y","LLAMA2"
"belonging to society","medium",1629648965225582594,3,"Y","LLAMA2"
"expressing gratitude","high",1629648965225582594,3,"N","LLAMA2"
"feeling loved by god","low",1629648965225582594,3,"N","LLAMA2"
"belief in god","low",1629648965225582594,3,"N","LLAMA2"
"expressing empathy","high",1629648965225582594,3,"Y","LLAMA2"
"describing health limitations","low",1629648965225582594,3,"N","LLAMA2"
"happiness","high",1628099319906566152,3,"N","LLAMA2"
"resilience","medium",1628099319906566152,3,"N","LLAMA2"
"self-esteem","medium",1628099319906566152,3,"Y","LLAMA2"
"life satisfaction","high",1628099319906566152,3,"N","LLAMA2"
"fear of future","low",1628099319906566152,3,"N","LLAMA2"
"vitality","medium",1628099319906566152,3,"Y","LLAMA2"
"having energy","medium",1628099319906566152,3,"Y","LLAMA2"
"positive functioning","high",1628099319906566152,3,"Y","LLAMA2"
"expressing job satisfaction","low",1628099319906566152,3,"N","LLAMA2"
"expressing optimism","high",1628099319906566152,3,"Y","LLAMA2"
"peace with thoughts and feelings","high",1628099319906566152,3,"N","LLAMA2"
"purpose in life","high",1628099319906566152,3,"Y","LLAMA2"
"expressing altruism","high",1628099319906566152,3,"Y","LLAMA2"
"belonging to society","medium",1628099319906566152,3,"Y","LLAMA2"
"quality of relationships","medium",1628099319906566152,3,"N","LLAMA2"
"feeling trusted","low",1628099319906566152,3,"N","LLAMA2"
"mastery (ability, capability)","low",1628099319906566152,3,"N","LLAMA2"
"perceiving discrimination","low",1628099319906566152,3,"N","LLAMA2"
"self-esteem","low",1631384682389446682,3,"N","LLAMA2"
"life satisfaction","low",1631384682389446682,3,"Y","LLAMA2"
"fear of future","high",1631384682389446682,3,"Y","LLAMA2"
"anxiety","high",1631384682389446682,3,"N","LLAMA2"
"suffering","high",1631384682389446682,3,"Y","LLAMA2"
"mastery (ability, capability)","low",1631384682389446682,3,"N","LLAMA2"
"loneliness","high",1631384682389446682,3,"N","LLAMA2"
"perceiving discrimination","high",1631384682389446682,3,"Y","LLAMA2"
"feeling having a political voice","low",1631384682389446682,3,"N","LLAMA2"
"expressing government approval","low",1631384682389446682,3,"N","LLAMA2"
"having hope","low",1631384682389446682,3,"N","LLAMA2"
"promoting good","low",1631384682389446682,3,"N","LLAMA2"
"happiness","high",1632033265090715650,3,"Y","LLAMA2"
"resilience","medium",1632033265090715650,3,"Y","LLAMA2"
"self-esteem","medium",1632033265090715650,3,"N","LLAMA2"
"life satisfaction","medium",1632033265090715650,3,"Y","LLAMA2"
"fear of future","low",1632033265090715650,3,"N","LLAMA2"
"vitality","high",1632033265090715650,3,"Y","LLAMA2"
"having energy","high",1632033265090715650,3,"Y","LLAMA2"
"positive functioning","high",1632033265090715650,3,"Y","LLAMA2"
"expressing job satisfaction","low",1632033265090715650,3,"N","LLAMA2"
"expressing optimism","high",1632033265090715650,3,"N","LLAMA2"
"peace with thoughts and feelings","medium",1632033265090715650,3,"N","LLAMA2"
"purpose in life","medium",1632033265090715650,3,"N","LLAMA2"
"depression","low",1632033265090715650,3,"N","LLAMA2"
"anxiety","low",1632033265090715650,3,"N","LLAMA2"
"suffering","low",1632033265090715650,3,"N","LLAMA2"
"feeling pain","low",1632033265090715650,3,"N","LLAMA2"
"belonging to society","low",1632033265090715650,3,"N","LLAMA2"
"feeling trusted","medium",1632033265090715650,3,"N","LLAMA2"
"balance in the various aspects of own life","high",1632033265090715650,3,"Y","LLAMA2"
"mastery (ability, capability)","high",1632033265090715650,3,"Y","LLAMA2"
"expressing government approval","low",1632033265090715650,3,"N","LLAMA2"
"having hope","high",1632033265090715650,3,"N","LLAMA2"
"promoting good","high",1632033265090715650,3,"Y","LLAMA2"
"expressing empathy","high",1632033265090715650,3,"N","LLAMA2"
"happiness","low",1633692087559540736,3,"Y","LLAMA2"
"resilience","low",1633692087559540736,3,"N","LLAMA2"
"self-esteem","low",1633692087559540736,3,"N","LLAMA2"
"life satisfaction","low",1633692087559540736,3,"Y","LLAMA2"
"fear of future","high",1633692087559540736,3,"Y","LLAMA2"
"vitality","low",1633692087559540736,3,"N","LLAMA2"
"having energy","low",1633692087559540736,3,"N","LLAMA2"
"positive functioning","low",1633692087559540736,3,"N","LLAMA2"
"expressing job satisfaction","low",1633692087559540736,3,"N","LLAMA2"
"expressing optimism","low",1633692087559540736,3,"Y","LLAMA2"
"peace with thoughts and feelings","low",1633692087559540736,3,"N","LLAMA2"
"purpose in life","low",1633692087559540736,3,"N","LLAMA2"
"expressing altruism","low",1633692087559540736,3,"N","LLAMA2"
"loneliness","high",1633692087559540736,3,"N","LLAMA2"
"quality of relationships","low",1633692087559540736,3,"Y","LLAMA2"
"belonging to society","low",1633692087559540736,3,"Y","LLAMA2"
"feeling trusted","low",1633692087559540736,3,"N","LLAMA2"
"balance in the various aspects of own life","low",1633692087559540736,3,"N","LLAMA2"
"mastery (ability, capability)","low",1633692087559540736,3,"N","LLAMA2"
"perceiving discrimination","medium",1633692087559540736,3,"N","LLAMA2"
"feeling loved by god","low",1633692087559540736,3,"N","LLAMA2"
"belief in god","low",1633692087559540736,3,"N","LLAMA2"
"religious criticism","medium",1633692087559540736,3,"N","LLAMA2"
"spiritual punishment","low",1633692087559540736,3,"N","LLAMA2"
"feeling religious comfort","low",1633692087559540736,3,"N","LLAMA2"
"feeling having a political voice","low",1633692087559540736,3,"N","LLAMA2"
"seeking for forgiveness","low",1633692087559540736,3,"N","LLAMA2"
"having hope","medium",1633692087559540736,3,"N","LLAMA2"
"promoting good","medium",1633692087559540736,3,"N","LLAMA2"
"describing health limitations","high",1633692087559540736,3,"N","LLAMA2"
"expressing empathy","low",1633692087559540736,3,"N","LLAMA2"
"belonging to society","low",1626241099898429440,3,"Y","LLAMA2"
"mastery (ability, capability)","low",1626241099898429440,3,"Y","LLAMA2"
"perceiving discrimination","low",1626241099898429440,3,"N","LLAMA2"
"feeling loved by god","low",1626241099898429440,3,"N","LLAMA2"
"religious criticism","high",1626241099898429440,3,"N","LLAMA2"
"spiritual punishment","low",1626241099898429440,3,"N","LLAMA2"
"feeling religious comfort","low",1626241099898429440,3,"N","LLAMA2"
"feeling having a political voice","low",1626241099898429440,3,"N","LLAMA2"
"expressing government approval","low",1626241099898429440,3,"N","LLAMA2"
"having hope","low",1626241099898429440,3,"N","LLAMA2"
"promoting good","low",1626241099898429440,3,"Y","LLAMA2"
"ptsd (post-traumatic stress disorder)","low",1626241099898429440,3,"N","LLAMA2"
"describing smoking related health issues","medium",1626241099898429440,3,"N","LLAMA2"
"describing drinking related health issues","low",1626241099898429440,3,"N","LLAMA2"
"describing health limitations","low",1626241099898429440,3,"N","LLAMA2"
"expressing empathy","low",1626241099898429440,3,"N","LLAMA2"
"happiness","low",1629039367489454080,3,"Y","LLAMA2"
"life satisfaction","low",1629039367489454080,3,"Y","LLAMA2"
"fear of future","high",1629039367489454080,3,"N","LLAMA2"
"vitality","medium",1629039367489454080,3,"N","LLAMA2"
"expressing job satisfaction","low",1629039367489454080,3,"N","LLAMA2"
"expressing optimism","low",1629039367489454080,3,"Y","LLAMA2"
"purpose in life","low",1629039367489454080,3,"N","LLAMA2"
"belonging to society","low",1629039367489454080,3,"Y","LLAMA2"
"expressing trust","medium",1629039367489454080,3,"N","LLAMA2"
"feeling loved by god","high",1629039367489454080,3,"N","LLAMA2"
"religious criticism","high",1629039367489454080,3,"Y","LLAMA2"
"feeling having a political voice","high",1629039367489454080,3,"N","LLAMA2"
"expressing government approval","medium",1629039367489454080,3,"N","LLAMA2"
"having hope","low",1629039367489454080,3,"Y","LLAMA2"
