dimension,value,confidence,id
belief in god,high,1,1631520746559229953
life after death belief,high,0.9,1631520746559229953
happiness,high,0.8,1629626455159087106
mastery (ability or capability),medium,0.6,1629626455159087106
financial/material worry,low,0.2,1629626455159087106
happiness,high,0.7,1632000171386224641
quality of relationships,medium,0.6,1632000171386224641
promoting good,medium,0.6,1632000171386224641
happiness,high,0.8,1629507394882666500
expressing gratitude,high,0.9,1629507394882666500
promoting good,high,0.9,1629507394882666500
happiness,high,0.8,1632623951619952641
anxiety,high,0.8,1625840266472226816
mastery (ability or capability),low,0.7,1625840266472226816
financial/material worry,high,0.8,1625840266472226816
self-esteem,low,0.6,1627312061783867392
perceiving discrimination,medium,0.6,1627312061783867392
feeling having a political voice,high,0.9,1627312061783867392
happiness,high,0.9,1631821459755524096
quality of relationships,high,0.9,1631821459755524096
fear of future,high,0.8,1630151538982232065
religious criticism,high,0.9,1630151538982232065
life after death belief,high,0.9,1630151538982232065
having hope,medium,0.6,1627012660066762755
happiness,medium,0.6,1632609319995801609
happiness,medium,0.6,1632451075356737537
expressing altruism,low,0.2,1632451075356737537
promoting good,high,0.9,1632451075356737537
expressing empathy,high,0.9,1632451075356737537
expressing optimism,high,0.9,1626753843428982787
having hope,high,0.9,1626753843428982787
describing smoking related health issues,high,0.9,1628288176778522624
perceiving discrimination,high,0.8,1631016728825155595
feeling having a political voice,high,0.9,1631016728825155595
happiness,high,0.9,1631490511147024384
quality of relationships,high,0.9,1631490511147024384
promoting good,high,0.8,1631490511147024384
expressing empathy,high,0.9,1631490511147024384
happiness,high,0.9,1626000447751458817
belonging to society,high,0.9,1626000447751458817
perceiving discrimination,medium,0.6,1628191315090370561
expressing altruism,high,0.8,1631434733509922816
financial/material worry,low,0.1,1631434733509922816
religious criticism,high,0.9,1629722800473636864
life after death belief,high,0.9,1629722800473636864
resilience,high,0.9,1628936870938783745
mastery (ability or capability),high,0.9,1628936870938783745
promoting good,high,0.9,1628936870938783745
describing smoking related health issues,high,0.9,1628936870938783745
happiness,high,0.9,1626455745641447425
expressing gratitude,high,0.9,1626455745641447425
promoting good,high,0.8,1626455745641447425
expressing optimism,high,0.85,1632720977623941122
expressing altruism,high,0.8,1632720977623941122
feeling having a political voice,high,0.9,1632720977623941122
perceiving discrimination,medium,0.6,1632097378395201537
happiness,high,0.9,1629829908242497538
expressing gratitude,high,0.9,1629829908242497538
fear of future,high,0.8,1629568733562765312
expressing trust,low,0.9,1629568733562765312
feeling having a political voice,high,0.9,1629568733562765312
expressing trust,low,0.7,1631889736041369605
feeling having a political voice,high,0.8,1631889736041369605
expressing optimism,medium,0.6,1628582972969603072
having hope,high,0.9,1628582972969603072
perceiving discrimination,high,0.9,1629938601759842306
financial/material worry,low,0.7,1629938601759842306
having hope,medium,0.6,1633846955913916418
happiness,high,0.8,1632385408137940992
happiness,high,0.9,1628446467969908739
belonging to society,medium,0.6,1628446467969908739
happiness,high,0.7,1629522034525974528
expressing gratitude,high,0.8,1629522034525974528
promoting good,high,0.7,1629522034525974528
describing drinking related health issues,medium,0.6,1629522034525974528
fear of future,high,0.9,1626457729848967168
perceiving discrimination,medium,0.6,1626457729848967168
financial/material worry,high,0.9,1626457729848967168
happiness,high,0.9,1626316797086429185
expressing altruism,high,0.9,1626316797086429185
volunteering,high,0.9,1626316797086429185
happiness,high,0.9,1631525867351359489
expressing gratitude,high,1,1631525867351359489
having hope,high,0.9,1631525867351359489
expressing empathy,high,0.9,1631525867351359489
suffering,high,0.9,1632097082340409344
belonging to society,medium,0.6,1632097082340409344
feeling having a political voice,high,0.8,1632097082340409344
happiness,high,0.9,1627326187868504064
expressing gratitude,high,0.9,1627326187868504064
promoting good,high,0.9,1627326187868504064
expressing empathy,high,0.9,1627326187868504064
anxiety,medium,0.6,1625882616200036352
perceiving discrimination,low,0.2,1625882616200036352
feeling having a political voice,high,0.9,1625882616200036352
suffering,high,0.9,1630026976126722050
happiness,high,0.9,1632496566052200454
mastery (ability or capability),high,0.8,1632496566052200454
promoting good,high,0.8,1632496566052200454
perceiving discrimination,high,0.8,1628562009913536516
happiness,high,0.8,1632581114735865856
belief in god,high,0.9,1632581114735865856
having hope,high,0.8,1632581114735865856
fear of future,high,0.7,1630185085180706816
self-esteem,high,0.9,1625703997238652928
mastery (ability or capability),high,0.9,1625703997238652928
promoting good,high,0.9,1625703997238652928
fear of future,high,0.8,1626102312254021634
depression,high,0.9,1630653647351603200
loneliness,high,0.9,1630653647351603200
financial/material worry,high,0.7,1630653647351603200
ptsd (post-traumatic stress disorder),high,0.8,1630653647351603200
fear of future,high,0.8,1631595157127831554
mastery (ability or capability),low,0.9,1631595157127831554
feeling having a political voice,high,0.9,1631595157127831554
self-esteem,high,0.8,1631405973314191361
quality of relationships,medium,0.7,1631405973314191361
promoting good,high,0.9,1631405973314191361
expressing empathy,high,0.9,1631405973314191361
happiness,high,0.8,1631787788881338372
quality of relationships,medium,0.7,1631787788881338372
mastery (ability or capability),high,0.9,1626308688784019456
happiness,high,0.8,1631348203256700934
quality of relationships,medium,0.6,1631348203256700934
resilience,high,0.8,1630245904325435392
perceiving discrimination,medium,0.6,1630245904325435392
feeling having a political voice,high,0.9,1630245904325435392
resilience,high,0.8,1631504528163086336
expressing altruism,high,0.9,1631504528163086336
feeling having a political voice,high,0.9,1631504528163086336
expressing empathy,high,0.9,1631504528163086336
mastery (ability or capability),medium,0.6,1631190339229822977
financial/material worry,low,0.2,1631190339229822977
happiness,high,0.9,1627376148022800387
resilience,medium,0.6,1628135820757504005
quality of relationships,low,0.7,1628135820757504005
happiness,high,0.9,1628072802245914624
balance in the various aspects of own life,high,0.8,1628072802245914624
mastery (ability or capability),high,0.9,1630983288792678421
mastery (ability or capability),low,0.85,1629242963787218951
happiness,low,0.7,1629131074394628096
quality of relationships,high,0.9,1629131074394628096
financial/material worry,low,0.2,1629131074394628096
expressing empathy,high,0.9,1629131074394628096
expressing empathy,high,0.9,1631394572080128027
happiness,high,0.9,1631966360199733248
balance in the various aspects of own life,high,0.9,1631966360199733248
having hope,high,0.9,1631966360199733248
happiness,medium,0.6,1630998914101903371
expressing altruism,high,0.9,1630998914101903371
promoting good,high,0.9,1630998914101903371
expressing empathy,high,0.9,1630998914101903371
self-esteem,low,0.6,1626685194227929106
feeling trusted,low,0.9,1626685194227929106
fear of future,high,0.9,1629146216838868993
perceiving discrimination,high,0.9,1629146216838868993
financial/material worry,high,0.9,1629146216838868993
happiness,medium,0.6,1630854950686261249
expressing altruism,high,0.9,1630854950686261249
promoting good,high,0.9,1630854950686261249
expressing empathy,high,0.9,1630854950686261249
self-esteem,low,0.7,1630495233745080320
loneliness,high,0.9,1630495233745080320
mastery (ability or capability),high,0.8,1628896255836577794
expressing altruism,high,0.9,1626663548855123971
fear of future,high,0.9,1625821606672056320
perceiving discrimination,high,0.8,1625821606672056320
financial/material worry,high,0.9,1625821606672056320
describing health limitations,high,0.7,1625821606672056320
expressing trust,medium,0.6,1629697461072670721
belief in god,high,0.9,1630983361161199616
financial/material worry,high,0.9,1630983361161199616
happiness,high,0.9,1626663199838707714
belonging to society,high,0.9,1626663199838707714
promoting good,high,0.9,1626663199838707714
anxiety,high,0.9,1628580566579941376
perceiving discrimination,high,0.8,1628580566579941376
financial/material worry,high,0.9,1628580566579941376
describing health limitations,high,0.8,1628580566579941376
resilience,high,0.8,1628300386669920256
mastery (ability or capability),high,0.8,1628300386669920256
financial/material worry,low,0.2,1628300386669920256
suffering,high,0.9,1628900085034586116
balance in the various aspects of own life,low,0.7,1628900085034586116
describing health limitations,high,0.9,1628900085034586116
resilience,low,0.7,1630790003142868992
loneliness,high,0.8,1630790003142868992
financial/material worry,low,0.2,1630790003142868992
fear of future,high,0.8,1629190241968873482
perceiving discrimination,medium,0.6,1629190241968873482
feeling having a political voice,high,0.9,1629190241968873482
self-esteem,low,0.7,1628199454217064448
perceiving discrimination,high,0.9,1628199454217064448
feeling having a political voice,high,0.9,1628199454217064448
expressing altruism,high,0.8,1630754555980832769
promoting good,high,0.9,1630754555980832769
expressing empathy,high,0.9,1630754555980832769
resilience,high,0.8,1631059035549052929
mastery (ability or capability),high,0.8,1631059035549052929
balance in the various aspects of own life,low,0.7,1627526908891041797
purpose in life,high,0.9,1631802269539901440
mastery (ability or capability),high,0.9,1631802269539901440
financial/material worry,low,0.1,1631802269539901440
happiness,high,0.9,1628728327895744517
expressing gratitude,high,1,1628728327895744517
promoting good,high,0.9,1628728327895744517
expressing empathy,high,0.9,1628728327895744517
depression,high,0.9,1631440450228977664
loneliness,high,0.9,1631440450228977664
expressing altruism,medium,0.6,1628586337023455233
having hope,high,0.9,1628586337023455233
expressing empathy,high,0.9,1628586337023455233
feeling pain,high,1,1630924152466182144
loneliness,high,0.8,1630924152466182144
ptsd (post-traumatic stress disorder),high,0.8,1630924152466182144
religious criticism,high,0.9,1634297905006690304
feeling having a political voice,high,0.8,1634297905006690304
purpose in life,high,0.8,1626413572237426688
expressing gratitude,high,0.9,1626413572237426688
having hope,high,0.9,1626413572237426688
happiness,high,0.8,1632875596857450498
quality of relationships,high,0.8,1632875596857450498
expressing empathy,high,0.9,1632875596857450498
happiness,high,0.8,1628518782003208192
religious criticism,high,0.9,1631732328941715461
feeling having a political voice,high,0.9,1631732328941715461
happiness,high,0.8,1632905669564063744
quality of relationships,high,0.8,1632905669564063744
expressing empathy,high,0.9,1632905669564063744
describing smoking related health issues,medium,0.6,1631929140042674176
having energy,high,0.9,1625883735412592641
mastery (ability or capability),high,0.9,1625883735412592641
financial/material worry,low,0.2,1625883735412592641
quality of relationships,low,0.7,1632558036370747402
happiness,medium,0.6,1631207243109548032
balance in the various aspects of own life,high,0.8,1631207243109548032
happiness,high,0.9,1609370423795372034
mastery (ability or capability),high,0.8,1609370423795372034
expressing trust,high,0.8,1631945701327269888
having hope,medium,0.6,1631091379563819008
happiness,high,0.9,1629249215212953600
mastery (ability or capability),high,0.8,1629249215212953600
happiness,medium,0.6,1627573752644124674
expressing altruism,medium,0.6,1627573752644124674
having hope,medium,0.6,1627573752644124674
depression,medium,0.6,1628750962146811904
